location_name year_id rei_name Prevalence Description
Cameroon 2030 "Severe anemia" 142864.37873475376 Predicted_stable
Canada 1990 "Mild anemia" 1063569 Observed
Canada 1990 "Moderate anemia" 81856 Observed
Canada 1990 "Severe anemia" 291 Observed
Canada 1995 "Mild anemia" 1016022 Observed
Canada 1995 "Moderate anemia" 85823 Observed
Canada 1995 "Severe anemia" 428 Observed
Canada 2000 "Mild anemia" 967006 Observed
Canada 2000 "Moderate anemia" 89643 Observed
Canada 2000 "Severe anemia" 620 Observed
Canada 2005 "Mild anemia" 914519 Observed
Canada 2005 "Moderate anemia" 93831 Observed
Canada 2005 "Severe anemia" 855 Observed
Canada 2010 "Mild anemia" 899359 Observed
Canada 2010 "Moderate anemia" 98626 Observed
Canada 2010 "Severe anemia" 1046 Observed
Canada 2015 "Mild anemia" 887677 Observed
Canada 2015 "Moderate anemia" 98985 Observed
Canada 2015 "Severe anemia" 1057 Observed
Canada 2020 "Mild anemia" 890539 Observed
Canada 2020 "Moderate anemia" 100483 Observed
Canada 2020 "Severe anemia" 1101 Observed
Canada 2021 "Mild anemia" 892078 Observed
Canada 2021 "Moderate anemia" 101391 Observed
Canada 2021 "Severe anemia" 1118 Observed
Canada 2030 "Mild anemia" 906000.2778226673 Predicted_trend
Canada 2030 "Moderate anemia" 109968.03425884608 Predicted_trend
Canada 2030 "Severe anemia" 1274.4211460044517 Predicted_trend
Canada 2030 "Mild anemia" 905519.8230437028 Predicted_stable
Canada 2030 "Moderate anemia" 102326.35377095744 Predicted_stable
Canada 2030 "Severe anemia" 1107.5862380066662 Predicted_stable
"Cape Verde" 1990 "Mild anemia" 22312 Observed
"Cape Verde" 1990 "Moderate anemia" 14817 Observed
"Cape Verde" 1990 "Severe anemia" 890 Observed
"Cape Verde" 1995 "Mild anemia" 26003 Observed
"Cape Verde" 1995 "Moderate anemia" 16799 Observed
"Cape Verde" 1995 "Severe anemia" 970 Observed
"Cape Verde" 2000 "Mild anemia" 30328 Observed
"Cape Verde" 2000 "Moderate anemia" 19392 Observed
"Cape Verde" 2000 "Severe anemia" 1119 Observed
"Cape Verde" 2005 "Mild anemia" 33322 Observed
"Cape Verde" 2005 "Moderate anemia" 20654 Observed
"Cape Verde" 2005 "Severe anemia" 1159 Observed
"Cape Verde" 2010 "Mild anemia" 35612 Observed
"Cape Verde" 2010 "Moderate anemia" 21034 Observed
"Cape Verde" 2010 "Severe anemia" 1112 Observed
"Cape Verde" 2015 "Mild anemia" 38048 Observed
"Cape Verde" 2015 "Moderate anemia" 21297 Observed
"Cape Verde" 2015 "Severe anemia" 1039 Observed
"Cape Verde" 2020 "Mild anemia" 40241 Observed
"Cape Verde" 2020 "Moderate anemia" 22165 Observed
"Cape Verde" 2020 "Severe anemia" 1056 Observed
"Cape Verde" 2021 "Mild anemia" 40460 Observed
"Cape Verde" 2021 "Moderate anemia" 22196 Observed
"Cape Verde" 2021 "Severe anemia" 1057 Observed
"Cape Verde" 2030 "Mild anemia" 42259.9485612177 Predicted_trend
"Cape Verde" 2030 "Moderate anemia" 22328.295588536603 Predicted_trend
"Cape Verde" 2030 "Severe anemia" 1059.7955742964086 Predicted_trend
"Cape Verde" 2030 "Mild anemia" 44590.134789258715 Predicted_stable
"Cape Verde" 2030 "Moderate anemia" 24437.546437969675 Predicted_stable
"Cape Verde" 2030 "Severe anemia" 1165.3436510457898 Predicted_stable
"Central African Republic" 1990 "Mild anemia" 136040 Observed
"Central African Republic" 1990 "Moderate anemia" 111221 Observed
"Central African Republic" 1990 "Severe anemia" 9436 Observed
"Central African Republic" 1995 "Mild anemia" 151674 Observed
"Central African Republic" 1995 "Moderate anemia" 128718 Observed
"Central African Republic" 1995 "Severe anemia" 11067 Observed
"Central African Republic" 2000 "Mild anemia" 173274 Observed
"Central African Republic" 2000 "Moderate anemia" 151374 Observed
"Central African Republic" 2000 "Severe anemia" 12685 Observed
"Central African Republic" 2005 "Mild anemia" 195922 Observed
"Central African Republic" 2005 "Moderate anemia" 172686 Observed
"Central African Republic" 2005 "Severe anemia" 14033 Observed
"Central African Republic" 2010 "Mild anemia" 219494 Observed
"Central African Republic" 2010 "Moderate anemia" 189990 Observed
"Central African Republic" 2010 "Severe anemia" 15526 Observed
"Central African Republic" 2015 "Mild anemia" 237636 Observed
"Central African Republic" 2015 "Moderate anemia" 201713 Observed
"Central African Republic" 2015 "Severe anemia" 16994 Observed
"Central African Republic" 2020 "Mild anemia" 275886 Observed
"Central African Republic" 2020 "Moderate anemia" 225837 Observed
"Central African Republic" 2020 "Severe anemia" 19107 Observed
"Central African Republic" 2021 "Mild anemia" 283739 Observed
"Central African Republic" 2021 "Moderate anemia" 230797 Observed
"Central African Republic" 2021 "Severe anemia" 19552 Observed
"Central African Republic" 2030 "Mild anemia" 353616.71036083344 Predicted_trend
"Central African Republic" 2030 "Moderate anemia" 274937.36216610443 Predicted_trend
"Central African Republic" 2030 "Severe anemia" 23545.346784411635 Predicted_trend
"Central African Republic" 2030 "Mild anemia" 347197.6716970744 Predicted_stable
"Central African Republic" 2030 "Moderate anemia" 282566.6179887301 Predicted_stable
"Central African Republic" 2030 "Severe anemia" 23939.963831622656 Predicted_stable
Chad 1990 "Mild anemia" 372956 Observed
Chad 1990 "Moderate anemia" 356043 Observed
Chad 1990 "Severe anemia" 34338 Observed
Chad 1995 "Mild anemia" 441263 Observed
Chad 1995 "Moderate anemia" 423363 Observed
Chad 1995 "Severe anemia" 40181 Observed
Chad 2000 "Mild anemia" 515111 Observed
Chad 2000 "Moderate anemia" 506194 Observed
Chad 2000 "Severe anemia" 49121 Observed
Chad 2005 "Mild anemia" 615143 Observed
Chad 2005 "Moderate anemia" 575056 Observed
Chad 2005 "Severe anemia" 53404 Observed
Chad 2010 "Mild anemia" 746484 Observed
Chad 2010 "Moderate anemia" 661762 Observed
Chad 2010 "Severe anemia" 56170 Observed
Chad 2015 "Mild anemia" 929355 Observed
Chad 2015 "Moderate anemia" 785623 Observed
Chad 2015 "Severe anemia" 61980 Observed
Chad 2020 "Mild anemia" 1174908 Observed
Chad 2020 "Moderate anemia" 955384 Observed
Chad 2020 "Severe anemia" 70791 Observed
Chad 2021 "Mild anemia" 1219978 Observed
Chad 2021 "Moderate anemia" 994249 Observed
Chad 2021 "Severe anemia" 73036 Observed
Chad 2030 "Mild anemia" 1619932.7841980406 Predicted_trend
Chad 2030 "Moderate anemia" 1346478.681402048 Predicted_trend
Chad 2030 "Severe anemia" 93549.25397360085 Predicted_trend
Chad 2030 "Mild anemia" 1647679.4574715602 Predicted_stable
Chad 2030 "Moderate anemia" 1343078.2260757054 Predicted_stable
Chad 2030 "Severe anemia" 98689.43886423469 Predicted_stable
Chile 1990 "Mild anemia" 351781 Observed
Chile 1990 "Moderate anemia" 74969 Observed
Chile 1990 "Severe anemia" 1955 Observed
Chile 1995 "Mild anemia" 345073 Observed
Chile 1995 "Moderate anemia" 76329 Observed
Chile 1995 "Severe anemia" 1918 Observed
Chile 2000 "Mild anemia" 350536 Observed
Chile 2000 "Moderate anemia" 82669 Observed
Chile 2000 "Severe anemia" 2065 Observed
Chile 2005 "Mild anemia" 338413 Observed
Chile 2005 "Moderate anemia" 88626 Observed
Chile 2005 "Severe anemia" 2538 Observed
Chile 2010 "Mild anemia" 325412 Observed
Chile 2010 "Moderate anemia" 87004 Observed
Chile 2010 "Severe anemia" 2739 Observed
Chile 2015 "Mild anemia" 302577 Observed
Chile 2015 "Moderate anemia" 79294 Observed
Chile 2015 "Severe anemia" 2617 Observed
Chile 2020 "Mild anemia" 296022 Observed
Chile 2020 "Moderate anemia" 77095 Observed
Chile 2020 "Severe anemia" 2643 Observed
Chile 2021 "Mild anemia" 296060 Observed
Chile 2021 "Moderate anemia" 77029 Observed
Chile 2021 "Severe anemia" 2647 Observed
Chile 2030 "Mild anemia" 296670.1455295807 Predicted_trend
Chile 2030 "Moderate anemia" 76451.90046490688 Predicted_trend
Chile 2030 "Severe anemia" 2672.5723567589475 Predicted_trend
Chile 2030 "Mild anemia" 305248.86530489754 Predicted_stable
Chile 2030 "Moderate anemia" 79279.71868318967 Predicted_stable
Chile 2030 "Severe anemia" 2717.112595848417 Predicted_stable
China 1990 "Mild anemia" 51090275 Observed
China 1990 "Moderate anemia" 31558657 Observed
China 1990 "Severe anemia" 2425593 Observed
China 1995 "Mild anemia" 48432863 Observed
China 1995 "Moderate anemia" 31671652 Observed
China 1995 "Severe anemia" 2548002 Observed
China 2000 "Mild anemia" 44459584 Observed
China 2000 "Moderate anemia" 30613803 Observed
China 2000 "Severe anemia" 2627197 Observed
China 2005 "Mild anemia" 41835103 Observed
China 2005 "Moderate anemia" 28196345 Observed
China 2005 "Severe anemia" 2445736 Observed
China 2010 "Mild anemia" 40010646 Observed
China 2010 "Moderate anemia" 25785154 Observed
China 2010 "Severe anemia" 2208365 Observed
China 2015 "Mild anemia" 36417373 Observed
China 2015 "Moderate anemia" 22440012 Observed
China 2015 "Severe anemia" 1883753 Observed
China 2020 "Mild anemia" 31432991 Observed
China 2020 "Moderate anemia" 18740078 Observed
China 2020 "Severe anemia" 1556542 Observed
China 2021 "Mild anemia" 30676141 Observed
China 2021 "Moderate anemia" 18209102 Observed
China 2021 "Severe anemia" 1510933 Observed
China 2030 "Mild anemia" 24106447.191796172 Predicted_trend
China 2030 "Moderate anemia" 13609190.844958879 Predicted_trend
China 2030 "Severe anemia" 1116161.2735519644 Predicted_trend
China 2030 "Mild anemia" 29107530.77485793 Predicted_stable
China 2030 "Moderate anemia" 17408372.87073339 Predicted_stable
China 2030 "Severe anemia" 1454736.1057937164 Predicted_stable
Colombia 1990 "Mild anemia" 1230733 Observed
Colombia 1990 "Moderate anemia" 413077 Observed
Colombia 1990 "Severe anemia" 14402 Observed
Colombia 1995 "Mild anemia" 1281205 Observed
Colombia 1995 "Moderate anemia" 435670 Observed
Colombia 1995 "Severe anemia" 15475 Observed
Colombia 2000 "Mild anemia" 1271340 Observed
Colombia 2000 "Moderate anemia" 450465 Observed
Colombia 2000 "Severe anemia" 16915 Observed
Colombia 2005 "Mild anemia" 1246938 Observed
Colombia 2005 "Moderate anemia" 484625 Observed
Colombia 2005 "Severe anemia" 20598 Observed
Colombia 2010 "Mild anemia" 1079403 Observed
Colombia 2010 "Moderate anemia" 486363 Observed
Colombia 2010 "Severe anemia" 26834 Observed
Colombia 2015 "Mild anemia" 1033857 Observed
Colombia 2015 "Moderate anemia" 462453 Observed
Colombia 2015 "Severe anemia" 26270 Observed
Colombia 2020 "Mild anemia" 1042374 Observed
Colombia 2020 "Moderate anemia" 462770 Observed
Colombia 2020 "Severe anemia" 26767 Observed
Colombia 2021 "Mild anemia" 1045854 Observed
Colombia 2021 "Moderate anemia" 463431 Observed
Colombia 2021 "Severe anemia" 26878 Observed
Colombia 2030 "Mild anemia" 1078163.6444990048 Predicted_trend
Colombia 2030 "Moderate anemia" 468625.6557994502 Predicted_trend
Colombia 2030 "Severe anemia" 27751.388403227535 Predicted_trend
Colombia 2030 "Mild anemia" 1128870.6825863775 Predicted_stable
Colombia 2030 "Moderate anemia" 501798.2642139779 Predicted_stable
Colombia 2030 "Severe anemia" 29154.688560833245 Predicted_stable
Comoros 1990 "Mild anemia" 41146 Observed
Comoros 1990 "Moderate anemia" 17652 Observed
Comoros 1990 "Severe anemia" 496 Observed
Comoros 1995 "Mild anemia" 44137 Observed
Comoros 1995 "Moderate anemia" 19329 Observed
Comoros 1995 "Severe anemia" 553 Observed
Comoros 2000 "Mild anemia" 43243 Observed
Comoros 2000 "Moderate anemia" 20615 Observed
Comoros 2000 "Severe anemia" 692 Observed
Comoros 2005 "Mild anemia" 41284 Observed
Comoros 2005 "Moderate anemia" 20311 Observed
Comoros 2005 "Severe anemia" 789 Observed
Comoros 2010 "Mild anemia" 41554 Observed
Comoros 2010 "Moderate anemia" 20772 Observed
Comoros 2010 "Severe anemia" 869 Observed
Comoros 2015 "Mild anemia" 45528 Observed
Comoros 2015 "Moderate anemia" 23386 Observed
Comoros 2015 "Severe anemia" 1028 Observed
Comoros 2020 "Mild anemia" 48071 Observed
Comoros 2020 "Moderate anemia" 24398 Observed
Comoros 2020 "Severe anemia" 1091 Observed
Comoros 2021 "Mild anemia" 48041 Observed
Comoros 2021 "Moderate anemia" 24321 Observed
Comoros 2021 "Severe anemia" 1088 Observed
Comoros 2030 "Mild anemia" 47419.344747871015 Predicted_trend
Comoros 2030 "Moderate anemia" 23487.07672965546 Predicted_trend
Comoros 2030 "Severe anemia" 1053.1376315027533 Predicted_trend
Comoros 2030 "Mild anemia" 55146.08432360451 Predicted_stable
Comoros 2030 "Moderate anemia" 28027.75836027252 Predicted_stable
Comoros 2030 "Severe anemia" 1261.8270134213878 Predicted_stable
"Congo - Brazzaville" 1990 "Mild anemia" 141645 Observed
"Congo - Brazzaville" 1990 "Moderate anemia" 149949 Observed
"Congo - Brazzaville" 1990 "Severe anemia" 14184 Observed
"Congo - Brazzaville" 1995 "Mild anemia" 167229 Observed
"Congo - Brazzaville" 1995 "Moderate anemia" 179144 Observed
"Congo - Brazzaville" 1995 "Severe anemia" 16392 Observed
"Congo - Brazzaville" 2000 "Mild anemia" 197130 Observed
"Congo - Brazzaville" 2000 "Moderate anemia" 220988 Observed
"Congo - Brazzaville" 2000 "Severe anemia" 19226 Observed
"Congo - Brazzaville" 2005 "Mild anemia" 227499 Observed
"Congo - Brazzaville" 2005 "Moderate anemia" 253880 Observed
"Congo - Brazzaville" 2005 "Severe anemia" 20239 Observed
"Congo - Brazzaville" 2010 "Mild anemia" 257850 Observed
"Congo - Brazzaville" 2010 "Moderate anemia" 272798 Observed
"Congo - Brazzaville" 2010 "Severe anemia" 20552 Observed
"Congo - Brazzaville" 2015 "Mild anemia" 297088 Observed
"Congo - Brazzaville" 2015 "Moderate anemia" 288478 Observed
"Congo - Brazzaville" 2015 "Severe anemia" 21564 Observed
"Congo - Brazzaville" 2020 "Mild anemia" 343305 Observed
"Congo - Brazzaville" 2020 "Moderate anemia" 309432 Observed
"Congo - Brazzaville" 2020 "Severe anemia" 23675 Observed
"Congo - Brazzaville" 2021 "Mild anemia" 353621 Observed
"Congo - Brazzaville" 2021 "Moderate anemia" 314375 Observed
"Congo - Brazzaville" 2021 "Severe anemia" 24211 Observed
"Congo - Brazzaville" 2030 "Mild anemia" 447145.17288211465 Predicted_trend
"Congo - Brazzaville" 2030 "Moderate anemia" 359252.8039123836 Predicted_trend
"Congo - Brazzaville" 2030 "Severe anemia" 29090.279991050855 Predicted_trend
"Congo - Brazzaville" 2030 "Mild anemia" 435744.7557695946 Predicted_stable
"Congo - Brazzaville" 2030 "Moderate anemia" 388389.37659164827 Predicted_stable
"Congo - Brazzaville" 2030 "Severe anemia" 30077.946681782592 Predicted_stable
"Congo - Kinshasa" 1990 "Mild anemia" 3056146 Observed
"Congo - Kinshasa" 1990 "Moderate anemia" 2868838 Observed
"Congo - Kinshasa" 1990 "Severe anemia" 226014 Observed
"Congo - Kinshasa" 1995 "Mild anemia" 3537857 Observed
"Congo - Kinshasa" 1995 "Moderate anemia" 2887056 Observed
"Congo - Kinshasa" 1995 "Severe anemia" 172201 Observed
"Congo - Kinshasa" 2000 "Mild anemia" 3669748 Observed
"Congo - Kinshasa" 2000 "Moderate anemia" 3093797 Observed
"Congo - Kinshasa" 2000 "Severe anemia" 180778 Observed
"Congo - Kinshasa" 2005 "Mild anemia" 3678062 Observed
"Congo - Kinshasa" 2005 "Moderate anemia" 3403231 Observed
"Congo - Kinshasa" 2005 "Severe anemia" 222411 Observed
"Congo - Kinshasa" 2010 "Mild anemia" 4156831 Observed
"Congo - Kinshasa" 2010 "Moderate anemia" 3544824 Observed
"Congo - Kinshasa" 2010 "Severe anemia" 206786 Observed
"Congo - Kinshasa" 2015 "Mild anemia" 4801379 Observed
"Congo - Kinshasa" 2015 "Moderate anemia" 3619604 Observed
"Congo - Kinshasa" 2015 "Severe anemia" 192293 Observed
"Congo - Kinshasa" 2020 "Mild anemia" 5748443 Observed
"Congo - Kinshasa" 2020 "Moderate anemia" 3962923 Observed
"Congo - Kinshasa" 2020 "Severe anemia" 207197 Observed
"Congo - Kinshasa" 2021 "Mild anemia" 5958335 Observed
"Congo - Kinshasa" 2021 "Moderate anemia" 4044251 Observed
"Congo - Kinshasa" 2021 "Severe anemia" 211994 Observed
"Congo - Kinshasa" 2030 "Mild anemia" 7851459.200300533 Predicted_trend
"Congo - Kinshasa" 2030 "Moderate anemia" 4774576.769516677 Predicted_trend
"Congo - Kinshasa" 2030 "Severe anemia" 255588.03495486508 Predicted_trend
"Congo - Kinshasa" 2030 "Mild anemia" 7701606.25046377 Predicted_stable
"Congo - Kinshasa" 2030 "Moderate anemia" 5219554.728093386 Predicted_stable
"Congo - Kinshasa" 2030 "Severe anemia" 272731.8510719694 Predicted_stable
"Cook Islands" 1990 "Mild anemia" 1135 Observed
"Cook Islands" 1990 "Moderate anemia" 574 Observed
"Cook Islands" 1990 "Severe anemia" 27 Observed
"Cook Islands" 1995 "Mild anemia" 1132 Observed
"Cook Islands" 1995 "Moderate anemia" 546 Observed
"Cook Islands" 1995 "Severe anemia" 24 Observed
"Cook Islands" 2000 "Mild anemia" 1048 Observed
"Cook Islands" 2000 "Moderate anemia" 515 Observed
"Cook Islands" 2000 "Severe anemia" 24 Observed
"Cook Islands" 2005 "Mild anemia" 1048 Observed
"Cook Islands" 2005 "Moderate anemia" 502 Observed
"Cook Islands" 2005 "Severe anemia" 23 Observed
"Cook Islands" 2010 "Mild anemia" 982 Observed
"Cook Islands" 2010 "Moderate anemia" 470 Observed
"Cook Islands" 2010 "Severe anemia" 22 Observed
"Cook Islands" 2015 "Mild anemia" 903 Observed
"Cook Islands" 2015 "Moderate anemia" 435 Observed
"Cook Islands" 2015 "Severe anemia" 21 Observed
"Cook Islands" 2020 "Mild anemia" 852 Observed
"Cook Islands" 2020 "Moderate anemia" 401 Observed
"Cook Islands" 2020 "Severe anemia" 19 Observed
"Cook Islands" 2021 "Mild anemia" 842 Observed
"Cook Islands" 2021 "Moderate anemia" 395 Observed
"Cook Islands" 2021 "Severe anemia" 19 Observed
"Cook Islands" 2030 "Mild anemia" 751.0543186322791 Predicted_trend
"Cook Islands" 2030 "Moderate anemia" 341.66835253101567 Predicted_trend
"Cook Islands" 2030 "Severe anemia" 19.379820133551583 Predicted_trend
"Cook Islands" 2030 "Mild anemia" 792.8498224799689 Predicted_stable
"Cook Islands" 2030 "Moderate anemia" 370.0373028198784 Predicted_stable
"Cook Islands" 2030 "Severe anemia" 17.306042204965056 Predicted_stable
"Costa Rica" 1990 "Mild anemia" 149506 Observed
"Costa Rica" 1990 "Moderate anemia" 27023 Observed
"Costa Rica" 1990 "Severe anemia" 310 Observed
"Costa Rica" 1995 "Mild anemia" 166658 Observed
"Costa Rica" 1995 "Moderate anemia" 30518 Observed
"Costa Rica" 1995 "Severe anemia" 354 Observed
"Costa Rica" 2000 "Mild anemia" 179765 Observed
"Costa Rica" 2000 "Moderate anemia" 34153 Observed
"Costa Rica" 2000 "Severe anemia" 455 Observed
"Costa Rica" 2005 "Mild anemia" 191013 Observed
"Costa Rica" 2005 "Moderate anemia" 37713 Observed
"Costa Rica" 2005 "Severe anemia" 587 Observed
"Costa Rica" 2010 "Mild anemia" 198042 Observed
"Costa Rica" 2010 "Moderate anemia" 39280 Observed
"Costa Rica" 2010 "Severe anemia" 675 Observed
"Costa Rica" 2015 "Mild anemia" 198588 Observed
"Costa Rica" 2015 "Moderate anemia" 38746 Observed
"Costa Rica" 2015 "Severe anemia" 687 Observed
"Costa Rica" 2020 "Mild anemia" 197652 Observed
"Costa Rica" 2020 "Moderate anemia" 38904 Observed
"Costa Rica" 2020 "Severe anemia" 713 Observed
"Costa Rica" 2021 "Mild anemia" 197502 Observed
"Costa Rica" 2021 "Moderate anemia" 39030 Observed
"Costa Rica" 2021 "Severe anemia" 723 Observed
"Costa Rica" 2030 "Mild anemia" 196181.70554300703 Predicted_trend
"Costa Rica" 2030 "Moderate anemia" 40193.63635176278 Predicted_trend
"Costa Rica" 2030 "Severe anemia" 815.6543219061771 Predicted_trend
"Costa Rica" 2030 "Mild anemia" 208095.70231527084 Predicted_stable
"Costa Rica" 2030 "Moderate anemia" 41759.06529205085 Predicted_stable
"Costa Rica" 2030 "Severe anemia" 782.0629448034163 Predicted_stable
Croatia 1990 "Mild anemia" 153774 Observed
Croatia 1990 "Moderate anemia" 98469 Observed
Croatia 1990 "Severe anemia" 8057 Observed
Croatia 1995 "Mild anemia" 147539 Observed
Croatia 1995 "Moderate anemia" 94978 Observed
Croatia 1995 "Severe anemia" 7878 Observed
Croatia 2000 "Mild anemia" 137871 Observed
Croatia 2000 "Moderate anemia" 85135 Observed
Croatia 2000 "Severe anemia" 6726 Observed
Croatia 2005 "Mild anemia" 131435 Observed
Croatia 2005 "Moderate anemia" 74024 Observed
Croatia 2005 "Severe anemia" 5194 Observed
Croatia 2010 "Mild anemia" 125987 Observed
Croatia 2010 "Moderate anemia" 65692 Observed
Croatia 2010 "Severe anemia" 4182 Observed
Croatia 2015 "Mild anemia" 124129 Observed
Croatia 2015 "Moderate anemia" 59842 Observed
Croatia 2015 "Severe anemia" 3450 Observed
Croatia 2020 "Mild anemia" 117330 Observed
Croatia 2020 "Moderate anemia" 54260 Observed
Croatia 2020 "Severe anemia" 2996 Observed
Croatia 2021 "Mild anemia" 115959 Observed
Croatia 2021 "Moderate anemia" 53801 Observed
Croatia 2021 "Severe anemia" 2984 Observed
Croatia 2030 "Mild anemia" 103875.01789469038 Predicted_trend
Croatia 2030 "Moderate anemia" 50233.12544049575 Predicted_trend
Croatia 2030 "Severe anemia" 2931.3009172082725 Predicted_trend
Croatia 2030 "Mild anemia" 105312.66070199941 Predicted_stable
Croatia 2030 "Moderate anemia" 49321.47614512203 Predicted_stable
Croatia 2030 "Severe anemia" 2764.153677487827 Predicted_stable
Cuba 1990 "Mild anemia" 607570 Observed
Cuba 1990 "Moderate anemia" 409091 Observed
Cuba 1990 "Severe anemia" 30034 Observed
Cuba 1995 "Mild anemia" 609104 Observed
Cuba 1995 "Moderate anemia" 400424 Observed
Cuba 1995 "Severe anemia" 28443 Observed
Cuba 2000 "Mild anemia" 601384 Observed
Cuba 2000 "Moderate anemia" 385622 Observed
Cuba 2000 "Severe anemia" 26611 Observed
Cuba 2005 "Mild anemia" 592386 Observed
Cuba 2005 "Moderate anemia" 367448 Observed
Cuba 2005 "Severe anemia" 24339 Observed
Cuba 2010 "Mild anemia" 578814 Observed
Cuba 2010 "Moderate anemia" 349153 Observed
Cuba 2010 "Severe anemia" 22262 Observed
Cuba 2015 "Mild anemia" 543677 Observed
Cuba 2015 "Moderate anemia" 314634 Observed
Cuba 2015 "Severe anemia" 18960 Observed
Cuba 2020 "Mild anemia" 486801 Observed
Cuba 2020 "Moderate anemia" 275428 Observed
Cuba 2020 "Severe anemia" 16248 Observed
Cuba 2021 "Mild anemia" 477081 Observed
Cuba 2021 "Moderate anemia" 269644 Observed
Cuba 2021 "Severe anemia" 15926 Observed
Cuba 2030 "Mild anemia" 391724.38860839134 Predicted_trend
Cuba 2030 "Moderate anemia" 219332.99756591694 Predicted_trend
Cuba 2030 "Severe anemia" 13171.094683798914 Predicted_trend
Cuba 2030 "Mild anemia" 411515.5196683125 Predicted_stable
Cuba 2030 "Moderate anemia" 229190.72375693702 Predicted_stable
Cuba 2030 "Severe anemia" 13238.625613482047 Predicted_stable
Cyprus 1990 "Mild anemia" 20107 Observed
Cyprus 1990 "Moderate anemia" 3905 Observed
Cyprus 1990 "Severe anemia" 93 Observed
Cyprus 1995 "Mild anemia" 20644 Observed
Cyprus 1995 "Moderate anemia" 3930 Observed
Cyprus 1995 "Severe anemia" 91 Observed
Cyprus 2000 "Mild anemia" 21802 Observed
Cyprus 2000 "Moderate anemia" 4079 Observed
Cyprus 2000 "Severe anemia" 91 Observed
Cyprus 2005 "Mild anemia" 21751 Observed
Cyprus 2005 "Moderate anemia" 4302 Observed
Cyprus 2005 "Severe anemia" 102 Observed
Cyprus 2010 "Mild anemia" 22030 Observed
Cyprus 2010 "Moderate anemia" 4598 Observed
Cyprus 2010 "Severe anemia" 115 Observed
Cyprus 2015 "Mild anemia" 23316 Observed
Cyprus 2015 "Moderate anemia" 4978 Observed
Cyprus 2015 "Severe anemia" 128 Observed
Cyprus 2020 "Mild anemia" 24332 Observed
Cyprus 2020 "Moderate anemia" 5261 Observed
Cyprus 2020 "Severe anemia" 137 Observed
Cyprus 2021 "Mild anemia" 24627 Observed
Cyprus 2021 "Moderate anemia" 5346 Observed
Cyprus 2021 "Severe anemia" 139 Observed
Cyprus 2030 "Mild anemia" 27381.423679032145 Predicted_trend
Cyprus 2030 "Moderate anemia" 5900.218450015744 Predicted_trend
Cyprus 2030 "Severe anemia" 157.3501957356337 Predicted_trend
Cyprus 2030 "Mild anemia" 27822.226746126813 Predicted_stable
Cyprus 2030 "Moderate anemia" 6122.371090033697 Predicted_stable
Cyprus 2030 "Severe anemia" 162.063697260236 Predicted_stable
Czechia 1990 "Mild anemia" 344722 Observed
Czechia 1990 "Moderate anemia" 219633 Observed
Czechia 1990 "Severe anemia" 17894 Observed
Czechia 1995 "Mild anemia" 323290 Observed
Czechia 1995 "Moderate anemia" 198629 Observed
Czechia 1995 "Severe anemia" 15809 Observed
Czechia 2000 "Mild anemia" 303385 Observed
Czechia 2000 "Moderate anemia" 177920 Observed
Czechia 2000 "Severe anemia" 13510 Observed
Czechia 2005 "Mild anemia" 301483 Observed
Czechia 2005 "Moderate anemia" 161793 Observed
Czechia 2005 "Severe anemia" 10963 Observed
Czechia 2010 "Mild anemia" 306091 Observed
Czechia 2010 "Moderate anemia" 153115 Observed
Czechia 2010 "Severe anemia" 9481 Observed
Czechia 2015 "Mild anemia" 309637 Observed
Czechia 2015 "Moderate anemia" 145349 Observed
Czechia 2015 "Severe anemia" 8288 Observed
Czechia 2020 "Mild anemia" 303692 Observed
Czechia 2020 "Moderate anemia" 138610 Observed
Czechia 2020 "Severe anemia" 7616 Observed
Czechia 2021 "Mild anemia" 302752 Observed
Czechia 2021 "Moderate anemia" 138929 Observed
Czechia 2021 "Severe anemia" 7683 Observed
Czechia 2030 "Mild anemia" 294906.2474653314 Predicted_trend
Czechia 2030 "Moderate anemia" 128898.58237843949 Predicted_trend
Czechia 2030 "Severe anemia" 8431.633715239173 Predicted_trend
Czechia 2030 "Mild anemia" 291620.39458452765 Predicted_stable
Czechia 2030 "Moderate anemia" 139246.0627856244 Predicted_stable
Czechia 2030 "Severe anemia" 8054.297423386126 Predicted_stable
"Côte d’Ivoire" 1990 "Mild anemia" 878891 Observed
"Côte d’Ivoire" 1990 "Moderate anemia" 783127 Observed
"Côte d’Ivoire" 1990 "Severe anemia" 55063 Observed
"Côte d’Ivoire" 1995 "Mild anemia" 1075064 Observed
"Côte d’Ivoire" 1995 "Moderate anemia" 966846 Observed
"Côte d’Ivoire" 1995 "Severe anemia" 66409 Observed
"Côte d’Ivoire" 2000 "Mild anemia" 1131544 Observed
"Côte d’Ivoire" 2000 "Moderate anemia" 1129879 Observed
"Côte d’Ivoire" 2000 "Severe anemia" 88439 Observed
"Côte d’Ivoire" 2005 "Mild anemia" 1099332 Observed
"Côte d’Ivoire" 2005 "Moderate anemia" 1228237 Observed
"Côte d’Ivoire" 2005 "Severe anemia" 111761 Observed
"Côte d’Ivoire" 2010 "Mild anemia" 1131743 Observed
"Côte d’Ivoire" 2010 "Moderate anemia" 1320323 Observed
"Côte d’Ivoire" 2010 "Severe anemia" 126420 Observed
"Côte d’Ivoire" 2015 "Mild anemia" 1276590 Observed
"Côte d’Ivoire" 2015 "Moderate anemia" 1444089 Observed
